model,chart_template_id/id,id,code,user_type_id,name,reconcile,group_id/id
account.account.template,l10n_ar_chart.l10nar_base_chart_template,l10n_ar_chart.base_impuestos_iibb_co,5.4.2.01.003,account.data_account_type_expenses,IIBB Prov. Córdoba,False,l10n_ar_chart.account_group_iibb
account.account.template,l10n_ar_chart.l10nar_base_chart_template,l10n_ar_chart.base_impuestos_iibb_sf,5.4.2.01.004,account.data_account_type_expenses,IIBB Prov. Santa Fé,False,l10n_ar_chart.account_group_iibb
account.account.template,l10n_ar_chart.l10nar_base_chart_template,l10n_ar_chart.base_impuestos_debitos_y_creditos,5.4.3.01.001,account.data_account_type_expenses,Impuestos a los débitos y créditos bancarios,False,l10n_ar_chart.account_group_otros_impuestos
account.account.template,l10n_ar_chart.l10nar_base_chart_template,l10n_ar_chart.base_impuestos_a_las_ganancias,5.5.1.01.001,account.data_account_type_expenses,Impuestos a las ganancias,False,l10n_ar_chart.account_group_imp_a_las_ganancias
account.account.template,l10n_ar_chart.l10nar_base_chart_template,l10n_ar_chart.base_resultado_intereses_y_recargos,5.6.1.01.001,account.data_account_type_expenses,Intereses por préstamos,False,l10n_ar_chart.account_group_gastos_financieros
account.account.template,l10n_ar_chart.l10nar_base_chart_template,l10n_ar_chart.base_intereses_por_descubierto,5.6.1.01.002,account.data_account_type_expenses,Intereses por descubierto,False,l10n_ar_chart.account_group_gastos_financieros
account.account.template,l10n_ar_chart.l10nar_base_chart_template,l10n_ar_chart.base_intereses_por_venta_de_valores,5.6.1.01.003,account.data_account_type_expenses,Intereses por venta de valores,False,l10n_ar_chart.account_group_gastos_financieros
account.account.template,l10n_ar_chart.l10nar_base_chart_template,l10n_ar_chart.base_intereses_fiscales,5.6.1.01.004,account.data_account_type_expenses,Intereses fiscales,False,l10n_ar_chart.account_group_gastos_financieros
account.account.template,l10n_ar_chart.l10nar_base_chart_template,l10n_ar_chart.base_gastos_bancarios,5.6.1.01.005,account.data_account_type_expenses,Gastos Bancarios,False,l10n_ar_chart.account_group_gastos_financieros
account.account.template,l10n_ar_chart.l10nar_base_chart_template,l10n_ar_chart.base_r_e_c_p_a_m,5.6.1.01.006,account.data_account_type_expenses,R.E.C.P.A.M.,False,l10n_ar_chart.account_group_gastos_financieros
account.account.template,l10n_ar_chart.l10nar_base_chart_template,l10n_ar_chart.base_transferencias_internas,6.0.0.00.001,account.data_account_type_current_assets,Transferencias Internas,True,l10n_ar_chart.account_group_cuentas_puentes
account.account.template,l10n_ar_chart.l10nar_base_chart_template,l10n_ar_chart.base_contrapartida_auxiliar,6.0.0.00.002,account.data_account_type_current_assets,Contrapartida Auxiliar,False,l10n_ar_chart.account_group_cuentas_puentes
