id,code,name
l10n_ar_ux.afip_activity_242320,242320,FABRICACION DE MEDICAMENTOS DE USO VETERINARIO
l10n_ar_ux.afip_activity_242390,242390,FABRICACION DE PRODUCTOS DE LABORATORIO, SUSTANCIAS QUIMICAS MEDICINALES Y PRODUCTOS BOTANICOS N.C.P.
l10n_ar_ux.afip_activity_242411,242411,FABRICACION DE PREPARADOS PARA LIMPIEZA,PULIDO Y SANEAMIENTO
l10n_ar_ux.afip_activity_242412,242412,FABRICACION DE JABONES Y DETERGENTES
l10n_ar_ux.afip_activity_242490,242490,FABRICACION DE COSMETICOS,PERFUMES Y PRODUCTOS DE HIGIENE Y TOCADOR
l10n_ar_ux.afip_activity_242901,242901,FABRICACION DE TINTAS
l10n_ar_ux.afip_activity_242902,242902,FABRICACION DE EXPLOSIVOS,MUNICIONES Y PRODUCTOS DE PIROTECNIA
l10n_ar_ux.afip_activity_242903,242903,FABRICACION DE COLAS,ADHESIVOS,APRESTOS Y CEMENTOS EXCEPTO LOS ODONTOLOGICOS OBTENIDOS DE SUSTANCIAS MINERALES Y VEGETALES
l10n_ar_ux.afip_activity_242909,242909,FABRICACION DE PRODUCTOS QUIMICOS N.C.P.
l10n_ar_ux.afip_activity_243000,243000,FABRICACION DE FIBRAS MANUFACTURADAS
l10n_ar_ux.afip_activity_243100,243100,FUNDICIÓN DE HIERRO Y ACERO
l10n_ar_ux.afip_activity_243200,243200,FUNDICIÓN DE METALES NO FERROSOS
l10n_ar_ux.afip_activity_251101,251101,FABRICACIÓN DE CARPINTERÍA METÁLICA
l10n_ar_ux.afip_activity_251102,251102,FABRICACIÓN DE PRODUCTOS METÁLICOS PARA USO ESTRUCTURAL
l10n_ar_ux.afip_activity_251110,251110,FABRICACION DE CUBIERTAS Y CAMARAS
l10n_ar_ux.afip_activity_251120,251120,RECAUCHUTADO Y RENOVACION DE CUBIERTAS
l10n_ar_ux.afip_activity_251200,251200,FABRICACIÓN DE TANQUES, DEPÓSITOS Y RECIPIENTES DE METAL
l10n_ar_ux.afip_activity_251300,251300,FABRICACIÓN DE GENERADORES DE VAPOR
l10n_ar_ux.afip_activity_251901,251901,FABRICACION DE AUTOPARTES DE CAUCHO EXCEPTO CAMARAS Y CUBIERTAS
l10n_ar_ux.afip_activity_251909,251909,FABRICACION DE PRODUCTOS DE CAUCHO N.C.P.
l10n_ar_ux.afip_activity_252000,252000,FABRICACIÓN DE ARMAS Y MUNICIONES
l10n_ar_ux.afip_activity_252010,252010,FABRICACION DE ENVASES PLASTICOS
l10n_ar_ux.afip_activity_252090,252090,FABRICACION DE PRODUCTOS PLASTICOS EN FORMAS BASICAS Y ART. DE PLASTICO N.C.P.,EXCEPTO MUEBLES
l10n_ar_ux.afip_activity_259100,259100,FORJADO, PRENSADO, ESTAMPADO Y LAMINADO DE METALES, PULVIMETALURGIA
l10n_ar_ux.afip_activity_259200,259200,TRATAMIENTO Y REVESTIMIENTO DE METALES Y TRABAJOS DE METALES EN GENERAL
l10n_ar_ux.afip_activity_259301,259301,FABRICACIÓN DE HERRAMIENTAS MANUALES Y SUS ACCESORIOS
l10n_ar_ux.afip_activity_259302,259302,FABRICACIÓN DE ARTÍCULOS DE CUCHILLERÍA Y UTENSILLOS DE MESA Y DE COCINA
l10n_ar_ux.afip_activity_259309,259309,FABRICACIÓN DE CERRADURAS, HERRAJES Y ARTÍCULOS DE FERRETERÍA N.C.P.
l10n_ar_ux.afip_activity_259910,259910,FABRICACIÓN DE ENVASES METÁLICOS
l10n_ar_ux.afip_activity_259991,259991,FABRICACIÓN DE TEJIDOS DE ALAMBRE
l10n_ar_ux.afip_activity_259992,259992,FABRICACIÓN DE CAJAS DE SEGURIDAD
l10n_ar_ux.afip_activity_259993,259993,FABRICACIÓN DE PRODUCTOS METÁLICOS DE TORNERÍA Y/O MATRICERÍA
l10n_ar_ux.afip_activity_259999,259999,FABRICACIÓN DE PRODUCTOS ELABORADOS DE METAL N.C.P.
l10n_ar_ux.afip_activity_261000,261000,FABRICACIÓN DE COMPONENTES ELECTRÓNICOS
l10n_ar_ux.afip_activity_261010,261010,FABRICACION DE ENVASES DE VIDRIO
l10n_ar_ux.afip_activity_261020,261020,FABRICACION Y ELABORACION DE VIDRIO PLANO
l10n_ar_ux.afip_activity_261091,261091,FABRICACION DE ESPEJOS Y VITRALES
l10n_ar_ux.afip_activity_261099,261099,FABRICACION DE PRODUCTOS DE VIDRIO N.C.P.
l10n_ar_ux.afip_activity_262000,262000,FABRICACIÓN DE EQUIPOS Y PRODUCTOS INFORMÁTICOS
l10n_ar_ux.afip_activity_263000,263000,FABRICACIÓN  DE EQUIPOS DE COMUNICACIONES Y TRANSMISORES DE RADIO Y TELEVISIÓN
l10n_ar_ux.afip_activity_264000,264000,FABRICACIÓN DE RECEPTORES DE RADIO Y TELEVISIÓN, APARATOS DE GRABACIÓN Y REPRODUCCIÓN DE SONIDO Y VIDEO, Y PRODUCTOS CONEXOS
l10n_ar_ux.afip_activity_265101,265101,FABRICACIÓN DE INSTRUMENTOS Y APARATOS PARA MEDIR, VERIFICAR, ENSAYAR, NAVEGAR Y OTROS FINES, EXCEPTO EL EQUIPO DE CONTROL DE PROCESOS INDUSTRIALES
l10n_ar_ux.afip_activity_265102,265102,FABRICACIÓN DE EQUIPO DE CONTROL DE PROCESOS INDUSTRIALES
l10n_ar_ux.afip_activity_265200,265200,FABRICACIÓN DE RELOJES
l10n_ar_ux.afip_activity_266010,266010,FABRICACIÓN DE EQUIPO MÉDICO Y QUIRÚRGICO Y DE APARATOS ORTOPÉDICOS PRINCIPALMENTE ELECTRÓNICOS Y/O ELÉCTRICOS
l10n_ar_ux.afip_activity_266090,266090,FABRICACIÓN DE EQUIPO MÉDICO Y QUIRÚRGICO Y DE APARATOS ORTOPÉDICOS N.C.P.
l10n_ar_ux.afip_activity_267001,267001,FABRICACIÓN DE EQUIPAMIENTO E INSTRUMENTOS ÓPTICOS Y SUS ACCESORIOS
l10n_ar_ux.afip_activity_267002,267002,FABRICACIÓN DE APARATOS Y ACCESORIOS PARA FOTOGRAFÍA EXCEPTO PELÍCULAS, PLACAS Y PAPELES SENSIBLES
l10n_ar_ux.afip_activity_268000,268000,FABRICACIÓN DE SOPORTES ÓPTICOS Y MAGNÉTICOS
l10n_ar_ux.afip_activity_269110,269110,FABRICACION DE ART. SANITARIOS DE CERAMICA
l10n_ar_ux.afip_activity_269191,269191,FABRICACION DE OBJETOS CERAMICOS PARA USO INDUSTRIAL Y DE LABORATORIO
l10n_ar_ux.afip_activity_269192,269192,FABRICACION DE OBJETOS CERAMICOS PARA USO DOMESTICO EXCEPTO ARTEFACTOS SANITARIOS
l10n_ar_ux.afip_activity_269193,269193,FABRICACION DE OBJETOS CERAMICOS EXCEPTO REVESTIMIENTOS DE PISOS Y PAREDES N.C.P.
l10n_ar_ux.afip_activity_269200,269200,FABRICACION DE PRODUCTOS DE CERAMICA REFRACTARIA
l10n_ar_ux.afip_activity_269301,269301,FABRICACION DE LADRILLOS
l10n_ar_ux.afip_activity_269302,269302,FABRICACION DE REVESTIMIENTOS CERAMICOS
l10n_ar_ux.afip_activity_269309,269309,FABRICACION DE PRODUCTOS DE ARCILLA Y CERAMICA NO REFRACTARIA PARA USO ESTRUCTURAL N.C.P.
l10n_ar_ux.afip_activity_269410,269410,ELABORACION DE CEMENTO
l10n_ar_ux.afip_activity_269421,269421,ELABORACION DE YESO
l10n_ar_ux.afip_activity_269422,269422,ELABORACION DE CAL
l10n_ar_ux.afip_activity_269510,269510,FABRICACION DE MOSAICOS
l10n_ar_ux.afip_activity_269591,269591,FABRICACION DE ART. DE CEMENTO Y FIBROCEMENTO
l10n_ar_ux.afip_activity_269592,269592,FABRICACION DE PREMOLDEADAS PARA LA CONSTRUCCION
l10n_ar_ux.afip_activity_269600,269600,CORTE,TALLADO Y ACABADO DE LA PIEDRA
l10n_ar_ux.afip_activity_269910,269910,ELABORACION PRIMARIA N.C.P.DE MINERALES NO METALICOS
l10n_ar_ux.afip_activity_269990,269990,FABRICACION DE PRODUCTOS MINERALES NO METALICOS N.C.P.
l10n_ar_ux.afip_activity_271001,271001,FUNDICION EN ALTOS HORNOS Y ACERIAS.PRODUCCION DE LINGOTES,PLANCHAS O BARRAS
l10n_ar_ux.afip_activity_271002,271002,LAMINACION Y ESTIRADO
l10n_ar_ux.afip_activity_271009,271009,FABRICACION EN INDUSTRIAS BASICAS DE PRODUCTOS DE HIERRO Y ACERO N.C.P.
l10n_ar_ux.afip_activity_271010,271010,FABRICACIÓN DE MOTORES, GENERADORES Y TRANSFORMADORES ELÉCTRICOS
l10n_ar_ux.afip_activity_271020,271020,FABRICACIÓN DE APARATOS DE DISTRIBUCIÓN Y CONTROL DE LA ENERGÍA ELÉCTRICA
l10n_ar_ux.afip_activity_272000,272000,FABRICACIÓN DE ACUMULADORES, PILAS Y BATERÍAS PRIMARIAS
l10n_ar_ux.afip_activity_272010,272010,ELABORACION DE ALUMINIO PRIMARIO Y SEMIELABORADOS DE ALUMINIO
l10n_ar_ux.afip_activity_272090,272090,PRODUCCION DE METALES NO FERROSOS N.C.P.Y SUS SEMIELABORADOS
l10n_ar_ux.afip_activity_273100,273100,FUNDICION DE HIERRO Y ACERO
l10n_ar_ux.afip_activity_273110,273110,FABRICACIÓN DE CABLES DE FIBRA ÓPTICA
l10n_ar_ux.afip_activity_273190,273190,FABRICACIÓN DE HILOS Y CABLES AISLADOS N.C.P.
l10n_ar_ux.afip_activity_273200,273200,FUNDICION DE METALES NO FERROSOS
l10n_ar_ux.afip_activity_274000,274000,FABRICACIÓN DE LÁMPARAS ELÉCTRICAS Y EQUIPO DE ILUMINACIÓN
l10n_ar_ux.afip_activity_275010,275010,FABRICACIÓN DE COCINAS, CALEFONES, ESTUFAS Y CALEFACTORES NO ELÉCTRICOS
l10n_ar_ux.afip_activity_275020,275020,FABRICACIÓN DE HELADERAS, FREEZERS, LAVARROPAS Y SECARROPAS
l10n_ar_ux.afip_activity_275091,275091,FABRICACIÓN DE VENTILADORES, EXTRACTORES DE AIRE, ASPIRADORAS Y SIMILARES
l10n_ar_ux.afip_activity_275092,275092,FABRICACIÓN DE PLANCHAS, CALEFACTORES, HORNOS ELÉCTRICOS, TOSTADORAS Y OTROS APARATOS GENERADORES DE CALOR
l10n_ar_ux.afip_activity_275099,275099,FABRICACIÓN DE APARATOS DE USO DOMÉSTICO N.C.P.
l10n_ar_ux.afip_activity_279000,279000,FABRICACIÓN  DE EQUIPO ELÉCTRICO N.C.P.
l10n_ar_ux.afip_activity_281100,281100,FABRICACIÓN  DE  MOTORES  Y  TURBINAS,  EXCEPTO  MOTORES  PARA AERONAVES, VEHÍCULOS AUTOMOTORES   Y MOTOCICLETAS
l10n_ar_ux.afip_activity_281101,281101,FABRICACION DE CARPINTERIA METALICA
l10n_ar_ux.afip_activity_281102,281102,FABRICACION DE ESTRUCTURAS METALICAS PARA LA CONSTRUCCION
l10n_ar_ux.afip_activity_281200,281200,FABRICACION DE TANQUES,DEPOSITOS Y RECIPIENTES DE METAL
l10n_ar_ux.afip_activity_281201,281201,FABRICACIÓN DE BOMBAS
l10n_ar_ux.afip_activity_281300,281300,FABRICACION DE GENERADORES DE VAPOR
l10n_ar_ux.afip_activity_281301,281301,FABRICACIÓN DE COMPRESORES, GRIFOS Y VÁLVULAS
l10n_ar_ux.afip_activity_281400,281400,FABRICACIÓN DE COJINETES, ENGRANAJES, TRENES DE ENGRANAJE Y PIEZAS DE TRANSMISIÓN
l10n_ar_ux.afip_activity_281500,281500,FABRICACIÓN DE HORNOS, HOGARES Y QUEMADORES
l10n_ar_ux.afip_activity_281600,281600,FABRICACIÓN DE MAQUINARIA Y EQUIPO DE ELEVACIÓN Y MANIPULACIÓN
l10n_ar_ux.afip_activity_281700,281700,FABRICACIÓN DE MAQUINARIA Y EQUIPO DE OFICINA, EXCEPTO EQUIPO INFORMÁTICO
l10n_ar_ux.afip_activity_281900,281900,FABRICACIÓN DE  MAQUINARIA Y EQUIPO DE USO GENERAL N.C.P.
l10n_ar_ux.afip_activity_282110,282110,FABRICACIÓN DE TRACTORES
l10n_ar_ux.afip_activity_282120,282120,FABRICACIÓN DE MAQUINARIA Y EQUIPO DE USO AGROPECUARIO Y FORESTAL
l10n_ar_ux.afip_activity_282130,282130,FABRICACIÓN DE IMPLEMENTOS DE USO AGROPECUARIO
l10n_ar_ux.afip_activity_282200,282200,FABRICACIÓN DE MÁQUINAS HERRAMIENTA
l10n_ar_ux.afip_activity_282300,282300,FABRICACIÓN DE MAQUINARIA METALÚRGICA
l10n_ar_ux.afip_activity_282400,282400,FABRICACIÓN DE MAQUINARIA PARA LA EXPLOTACIÓN DE MINAS Y CANTERAS Y PARA OBRAS DE CONSTRUCCIÓN
l10n_ar_ux.afip_activity_282500,282500,FABRICACIÓN DE MAQUINARIA PARA LA ELABORACIÓN DE ALIMENTOS, BEBIDAS Y TABACO
l10n_ar_ux.afip_activity_282600,282600,FABRICACIÓN DE MAQUINARIA PARA LA ELABORACIÓN DE PRODUCTOS TEXTILES, PRENDAS DE VESTIR Y CUEROS
l10n_ar_ux.afip_activity_282901,282901,FABRICACIÓN DE MAQUINARIA PARA LA INDUSTRIA DEL PAPEL Y LAS ARTES GRÁFICAS
l10n_ar_ux.afip_activity_282909,282909,FABRICACIÓN DE MAQUINARIA Y EQUIPO DE USO ESPECIAL N.C.P.
l10n_ar_ux.afip_activity_289100,289100,FORJADO,PRENSADO,ESTAMPADO Y LAMINADO DE METALES,PULVIMETALURGIA
l10n_ar_ux.afip_activity_289200,289200,TRATAMIENTO Y REVESTIMIENTO DE METALES,OBRAS DE INGENIERIA MECANICA EN GENERAL REALIZADAS A CAMBIO DE UNA RETRIBUCION O POR CONTRATA
l10n_ar_ux.afip_activity_289301,289301,FABRICACION DE HERRAMIENTAS MANUALES Y SUS ACCESORIOS
l10n_ar_ux.afip_activity_289302,289302,FABRICACION DE ART. DE CUCHILLERIA Y UTENSILLOS DE MESA Y DE COCINA
l10n_ar_ux.afip_activity_289309,289309,FABRICACION DE CERRADURAS,HERRAJES Y ART. DE FERRETERIA N.C.P.
l10n_ar_ux.afip_activity_289910,289910,FABRICACION DE ENVASES METALICOS
l10n_ar_ux.afip_activity_289991,289991,FABRICACION DE TEJIDOS DE ALAMBRE
l10n_ar_ux.afip_activity_289992,289992,FABRICACION DE CAJAS DE SEGURIDAD
l10n_ar_ux.afip_activity_289993,289993,FABRICACION DE PRODUCTOS METALICOS DE TORNERIA Y/O MATRICERIA
l10n_ar_ux.afip_activity_289999,289999,FABRICACION DE PRODUCTOS METALICOS N.C.P.
l10n_ar_ux.afip_activity_290114,290114,EXTRAC PIEDRA P/ CONSTRUCCION
l10n_ar_ux.afip_activity_290122,290122,EXTRAC ARENA
l10n_ar_ux.afip_activity_290130,290130,EXTRAC ARCILLA
l10n_ar_ux.afip_activity_290149,290149,EXTRAC PIEDRA CALIZA (CAL/CEM)
l10n_ar_ux.afip_activity_290203,290203,EXTRAC MINERAL P/PROD QUIMICOS
l10n_ar_ux.afip_activity_290300,290300,EXPLOT MINAS DE SAL (SALINAS)
l10n_ar_ux.afip_activity_290904,290904,EXTRAC MINERALES NO CLASIF
l10n_ar_ux.afip_activity_291000,291000,FABRICACIÓN DE VEHÍCULOS AUTOMOTORES
l10n_ar_ux.afip_activity_291100,291100,FABRICACION DE MOTORES Y TURBINAS, EXCEPTO MOTORES PARA AERONAVES,VEHICULOS AUTOMOTORES Y MOTOCICLETAS
l10n_ar_ux.afip_activity_291200,291200,FABRICACION DE BOMBAS,COMPRESORES,GRIFOS Y VALVULAS
l10n_ar_ux.afip_activity_291300,291300,FABRICACION DE COJINETES,ENGRANAJES,TRENES DE ENGRANAJE Y PIEZAS DE TRANSMISION
l10n_ar_ux.afip_activity_291400,291400,FABRICACION DE HORNOS,HOGARES Y QUEMADORES
l10n_ar_ux.afip_activity_291500,291500,FABRICACION DE EQUIPO DE ELEVACION Y MANIPULACION
l10n_ar_ux.afip_activity_291900,291900,FABRICACION DE MAQUINARIA DE USO GENERAL N.C.P.
l10n_ar_ux.afip_activity_292000,292000,FABRICACIÓN DE CARROCERÍAS PARA VEHÍCULOS AUTOMOTORES, FABRICACIÓN DE REMOLQUES Y SEMIRREMOLQUES
l10n_ar_ux.afip_activity_292110,292110,FABRICACION DE TRACTORES
l10n_ar_ux.afip_activity_292190,292190,FABRICACION DE MAQUINARIA AGROPECUARIA Y FORESTAL,EXCEPTO TRACTORES
l10n_ar_ux.afip_activity_292200,292200,FABRICACION DE MAQUINAS HERRAMIENTA
l10n_ar_ux.afip_activity_292300,292300,FABRICACION DE MAQUINARIA METALURGICA
l10n_ar_ux.afip_activity_292400,292400,FABRICACION DE MAQUINARIA PARA LA EXPLOTACION DE MINAS Y CANTERAS Y PARA OBRAS DE CONSTRUCCION
l10n_ar_ux.afip_activity_292500,292500,FABRICACION DE MAQUINARIA PARA LA ELABORACION DE ALIMENTOS,BEBIDAS Y TABACO
l10n_ar_ux.afip_activity_292600,292600,FABRICACION DE MAQUINARIA PARA LA ELABORACION DE PRODUCTOS TEXTILES,PRENDAS DE VESTIR Y CUEROS
l10n_ar_ux.afip_activity_292700,292700,FABRICACION DE ARMAS Y MUNICIONES
l10n_ar_ux.afip_activity_292901,292901,FABRICACION DE MAQUINARIA PARA LA INDUSTRIA DEL PAPEL Y LAS ARTES GRAFICAS
l10n_ar_ux.afip_activity_292909,292909,FABRICACION DE MAQUINARIA DE USO ESPECIAL N.C.P.
l10n_ar_ux.afip_activity_293010,293010,FABRICACION DE COCINAS,CALEFONES,ESTUFAS Y CALEFACTORES DE USO DOMESTICO NO ELECTRICOS
l10n_ar_ux.afip_activity_293011,293011,RECTIFICACIÓN DE MOTORES
l10n_ar_ux.afip_activity_293020,293020,FABRICACION DE HELADERAS,FREEZERS,LAVARROPAS Y SECARROPAS
l10n_ar_ux.afip_activity_293090,293090,FABRICACIÓN DE PARTES, PIEZAS Y ACCESORIOS PARA VEHÍCULOS AUTOMOTORES Y SUS MOTORES N.C.P.
l10n_ar_ux.afip_activity_293091,293091,FABRICACION DE MAQUINAS DE COSER Y TEJER
l10n_ar_ux.afip_activity_293092,293092,FABRICACION DE VENTILADORES,EXTRACTORES Y ACONDICIONADORES DE AIRE,ASPIRADORAS Y SIMILARES
l10n_ar_ux.afip_activity_293093,293093,FABRICACION DE ENCERADORAS,PULIDORAS,BATIDORAS,LICUADORAS Y SIMILARES
l10n_ar_ux.afip_activity_293094,293094,FABRICACION DE PLANCHAS,CALEFACTORES,HORNOS ELECTRICOS,TOSTADORAS Y OTROS APARATOS GENERADORES DE CALOR
l10n_ar_ux.afip_activity_293095,293095,FABRICACION DE ARTEFACTOS PARA ILUMINACION EXCEPTO LOS ELECTRICOS
l10n_ar_ux.afip_activity_293099,293099,FABRICACION DE APARATOS Y ACCESORIOS ELECTRICOS N.C.P.
l10n_ar_ux.afip_activity_300000,300000,FABRICACION DE MAQUINARIA DE OFICINA,CONTABILIDAD E INFORMATICA
l10n_ar_ux.afip_activity_301100,301100,CONSTRUCCIÓN Y REPARACIÓN DE BUQUES
l10n_ar_ux.afip_activity_301200,301200,CONSTRUCCIÓN Y REPARACIÓN DE EMBARCACIONES DE RECREO Y DEPORTE
l10n_ar_ux.afip_activity_302000,302000,FABRICACIÓN Y REPARACIÓN DE LOCOMOTORAS Y DE MATERIAL RODANTE PARA TRANSPORTE FERROVIARIO
l10n_ar_ux.afip_activity_303000,303000,FABRICACIÓN Y REPARACIÓN DE AERONAVES
l10n_ar_ux.afip_activity_309100,309100,FABRICACIÓN DE MOTOCICLETAS
l10n_ar_ux.afip_activity_309200,309200,FABRICACIÓN DE BICICLETAS Y DE SILLONES DE RUEDAS ORTOPÉDICOS
l10n_ar_ux.afip_activity_309900,309900,FABRICACIÓN DE EQUIPO DE TRANSPORTE N.C.P.
l10n_ar_ux.afip_activity_310010,310010,FABRICACIÓN DE MUEBLES Y PARTES DE MUEBLES, PRINCIPALMENTE DE MADERA
l10n_ar_ux.afip_activity_310020,310020,FABRICACIÓN DE MUEBLES Y PARTES DE MUEBLES, EXCEPTO LOS QUE SON PRINCIPALMENTE DE MADERA (METAL, PLÁSTICO, ETC.)
l10n_ar_ux.afip_activity_310030,310030,FABRICACIÓN DE SOMIERES Y COLCHONES
l10n_ar_ux.afip_activity_311000,311000,FABRICACION DE MOTORES,GENERADORES Y TRANSFORMADORES ELECTRICOS
l10n_ar_ux.afip_activity_311111,311111,MATANZA GANADOS MATADEROS
l10n_ar_ux.afip_activity_311138,311138,FRIGORIFICOS
l10n_ar_ux.afip_activity_311146,311146,MATANZA PREPAR Y CONSERV AVES
l10n_ar_ux.afip_activity_311154,311154,MATANZA ANIMALES NO CLASIF
l10n_ar_ux.afip_activity_311162,311162,ELAB FIAMBRES EMBUT CHACINADO
l10n_ar_ux.afip_activity_311219,311219,FABRIC QUESOS Y MANTECAS
l10n_ar_ux.afip_activity_311227,311227,ELAB Y PASTEURIZACION DE LECHE
l10n_ar_ux.afip_activity_311235,311235,FABRIC PRODUC LACTEOS N/CLASIF
l10n_ar_ux.afip_activity_311316,311316,ELAB ENVAS FRUTAS LEGUM Y JUGO
l10n_ar_ux.afip_activity_311324,311324,ELABOR FRUTAS Y LEGUMB SECAS
l10n_ar_ux.afip_activity_311332,311332,ELABOR ENVAS CALDOS Y SOPAS
l10n_ar_ux.afip_activity_311340,311340,ELABOR ENVAS DULCES JALEAS
l10n_ar_ux.afip_activity_311413,311413,ELABOR ENVAS PESCADOS DE MAR
l10n_ar_ux.afip_activity_311421,311421,ELABOR ENVAS PESCADOS DE RIO
l10n_ar_ux.afip_activity_311510,311510,FABR ACEITE GRASA VEGET COMEST
l10n_ar_ux.afip_activity_311529,311529,FABR ACEITE GRASA ANIM NO COM
l10n_ar_ux.afip_activity_311537,311537,FABRIC ACEITE HARINA PESCADO
l10n_ar_ux.afip_activity_311618,311618,MOLIEN TRIGO
l10n_ar_ux.afip_activity_311626,311626,MOLIEN PULIDO Y LIMPIE ARROZ
l10n_ar_ux.afip_activity_311634,311634,MOLIEN LEGUMB Y CEREAL NO CLAS
l10n_ar_ux.afip_activity_311642,311642,MOLIEN YERBA MATE
l10n_ar_ux.afip_activity_311650,311650,ELABOR ALIMENTO A BASE CEREAL
l10n_ar_ux.afip_activity_311669,311669,ELABOR SEMILLAS SECAS
l10n_ar_ux.afip_activity_311715,311715,FABR PAN Y PRODUCTOS NO SECOS
l10n_ar_ux.afip_activity_311723,311723,FABR GALLETITAS PRODUCT SECOS
l10n_ar_ux.afip_activity_311731,311731,FABRIC MASAS PASTELERIA
l10n_ar_ux.afip_activity_311758,311758,FABRIC PASTAS FRESCAS
l10n_ar_ux.afip_activity_311766,311766,FABRIC PASTAS SECAS
l10n_ar_ux.afip_activity_311812,311812,FABR Y REFIN AZUCAR INGENIOS
l10n_ar_ux.afip_activity_311820,311820,FABR Y REFIN AZUCAR NO CLASIF
l10n_ar_ux.afip_activity_311928,311928,FABRIC CACAO CHOCOLATE BOMBON
l10n_ar_ux.afip_activity_311936,311936,FABR PRODUC CONFITER NO CLASIF
l10n_ar_ux.afip_activity_312000,312000,FABRICACION DE APARATOS DE DISTRIBUCION Y CONTROL DE LA ENERGIA ELECTRICA
l10n_ar_ux.afip_activity_312118,312118,ELABOR TE
l10n_ar_ux.afip_activity_312126,312126,TOSTADO TORRADO MOLIENDA CAFE
l10n_ar_ux.afip_activity_312134,312134,ELAB CONCENTRADO CAFE TE YERBA
l10n_ar_ux.afip_activity_312142,312142,FABRIC HIELO EXCEPTO SECO
l10n_ar_ux.afip_activity_312150,312150,ELABOR MOLIENDA ESPECIAS
l10n_ar_ux.afip_activity_312169,312169,ELABOR VINAGRES
l10n_ar_ux.afip_activity_312177,312177,REFINACION Y MOLIENDA DE SAL
l10n_ar_ux.afip_activity_312185,312185,ELABOR EXTRACT JARABES CONCENT
l10n_ar_ux.afip_activity_312193,312193,FABR PRODUC ALIMENTAR N/CLASIF
l10n_ar_ux.afip_activity_312215,312215,FABRIC ALIMENTOS P/ ANIMALES
l10n_ar_ux.afip_activity_313000,313000,FABRICACION DE HILOS Y CABLES AISLADOS
l10n_ar_ux.afip_activity_313114,313114,DESTILACION BEBID ALCOHOLICAS
l10n_ar_ux.afip_activity_313122,313122,DESTILACION ALCOHOL ETILICO
l10n_ar_ux.afip_activity_313211,313211,FABRIC VINOS
l10n_ar_ux.afip_activity_313238,313238,FABRIC SIDRAS BEBI FERMENTADAS
l10n_ar_ux.afip_activity_313246,313246,FABR SUBPROD DE UVA NO CLASIF
l10n_ar_ux.afip_activity_313319,313319,FABRIC MALTA CERVEZA
l10n_ar_ux.afip_activity_313416,313416,EMBOTELL AGUA NATUR Y MINERAL
l10n_ar_ux.afip_activity_313424,313424,FABRIC SODA
l10n_ar_ux.afip_activity_313432,313432,ELABOR BEBIDAS NO ALCOHOLICAS
l10n_ar_ux.afip_activity_314000,314000,FABRICACION DE ACUMULADORES Y DE PILAS Y BATERIAS PRIMARIAS
l10n_ar_ux.afip_activity_314013,314013,FABRIC CIGARRILLOS
l10n_ar_ux.afip_activity_314021,314021,FABRIC PRODUC TABACO NO CLASIF
l10n_ar_ux.afip_activity_315000,315000,FABRICACION DE LAMPARAS ELECTRICAS Y EQUIPO DE ILUMINACION
l10n_ar_ux.afip_activity_319000,319000,FABRICACION DE EQUIPO ELECTRICO N.C.P.
l10n_ar_ux.afip_activity_321000,321000,FABRICACION DE TUBOS,VALVULAS Y OTROS COMPONENTES ELECTRONICOS
l10n_ar_ux.afip_activity_321011,321011,FABRICACIÓN DE JOYAS FINAS Y ARTÍCULOS CONEXOS
l10n_ar_ux.afip_activity_321012,321012,FABRICACIÓN DE OBJETOS DE PLATERÍA
l10n_ar_ux.afip_activity_321020,321020,FABRICACIÓN DE BIJOUTERIE
l10n_ar_ux.afip_activity_321028,321028,PREPARAC FIBRAS ALGODON
l10n_ar_ux.afip_activity_321036,321036,PREPARAC FIBRAS TEXTIL VEGETAL
l10n_ar_ux.afip_activity_321044,321044,LAVADO LIMPIEZA LANA LAVADERO
l10n_ar_ux.afip_activity_321052,321052,HILADO LANA HILANDERIAS
l10n_ar_ux.afip_activity_321060,321060,HILADO ALGODON HILANDERIAS
l10n_ar_ux.afip_activity_321079,321079,HILADO FIBRA N/LANA NI ALGODON
l10n_ar_ux.afip_activity_321087,321087,ACABADO TEXTIL TINTORERIAS
l10n_ar_ux.afip_activity_321117,321117,TEJIDO LANA TEJEDURIAS
l10n_ar_ux.afip_activity_321125,321125,TEJIDO ALGODON TEJEDURIAS
l10n_ar_ux.afip_activity_321133,321133,TEJIDO FIBRAS SINTETIC Y SEDA
l10n_ar_ux.afip_activity_321141,321141,TEJIDO FIBRAS TEXTIL NO CLASIF
l10n_ar_ux.afip_activity_321168,321168,FABRIC PRODUC TEJEDU NO CLASIF
l10n_ar_ux.afip_activity_321214,321214,FABRIC FRAZADAS MANTAS
l10n_ar_ux.afip_activity_321222,321222,FABRIC ROPA CAMA MANTELERIA
l10n_ar_ux.afip_activity_321230,321230,FABRIC ARTICULOS DE LONA
l10n_ar_ux.afip_activity_321249,321249,FABRIC BOLSAS TEXTILES
l10n_ar_ux.afip_activity_321281,321281,FAB ART MATER TEXTIL NO CLASIF
l10n_ar_ux.afip_activity_321311,321311,FABRIC MEDIAS
l10n_ar_ux.afip_activity_321338,321338,FABRIC TEJIDOS ARTIC DE PUNTO
l10n_ar_ux.afip_activity_321346,321346,ACABADO TEJIDOS DE PUNTO
l10n_ar_ux.afip_activity_321419,321419,FABRIC TAPICES Y ALFOMBRAS
l10n_ar_ux.afip_activity_321516,321516,FABR SOGAS CORDELES Y CONEXOS
